
CD ST-HENRI VILLE-EMARD,"281211","EOP","2014/05/30",00001,"Frais fixes d'utilisation","",4.95,"","","","","",13796.65
CD ST-HENRI VILLE-EMARD,"281211","EOP","2014/05/30",00002,"Frais - Contenu depot commercial","",0.20,"","","","","",13796.45

